asset_hash,name,name_candidates,candidate_count,resolved,types,wads,aset_rows,block_count,example_block
0x0030C486,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x00311FD9,village_bld_farming01_wall02_ruin_sm,village_bld_farming01_wall02_ruin_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c31164_P000_Q3.block
0x00312661,,,0,0,animation,vz.wad,1,1,blocks\VZ\characternameanimgroup_soldier_P000_Q3.block
0x00338D87,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x00346FCD,city_bld_segment16x16c_parts02,city_bld_segment16x16c_parts02,1,1,texture,vz.wad,1,1,blocks\VZ\c30915_P000_Q3.block
0x0035EC36,,,0,0,lowresterrain,vz.wad,1,1,blocks\VZ\low_res_terrain_P000_Q3.block
0x00360A74,Vz_State_ChiJob005_A_Staging,Vz_State_ChiJob005_A_Staging;vz_state_chijob005_a_staging,2,1,layer,vz.wad,1,1,blocks\VZ\vz_state_chijob005_a_staging_P000_Q3.block
0x00380AB5,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x0039968B,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x003C32B2,aloutpost_bld_barracks01_roof_01_ruin_dm,aloutpost_bld_barracks01_roof_01_ruin_dm,1,1,texture,vz.wad,1,1,blocks\VZ\aloutpost_bld_barracks01_P000_Q3.block
0x003FAED0,village_bld_gasstation_wall_sm,village_bld_gasstation_wall_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c30327_P000_Q3.block
0x0045B675,vz_state_chijob002_01_pristine_tinygeometry_tgr09_tgc20_0x00143af2,vz_state_chijob002_01_pristine_tinygeometry_tgr09_tgc20_0x00143af2,1,1,model,vz.wad,1,1,blocks\VZ\c30154_P000_Q3.block
0x00461E64,,,0,0,model,vz.wad,1,1,blocks\VZ\c33297_P000_Q3.block
0x00497D21,vz_terrainglobal_r08_c12_0x00074652,vz_terrainglobal_r08_c12_0x00074652,1,1,texture,vz.wad,1,1,blocks\VZ\c31102_P000_Q3.block
0x004A8C6B,HUD_vehicle_armor_3,HUD_vehicle_armor_3;hud_vehicle_armor_3,2,1,texture,vz.wad,1,1,blocks\VZ\c32739_P000_Q3.block
0x004B4A8A,proutpost_att_neonc_ruin_lod,proutpost_att_neonc_ruin_lod,1,1,texture,vz.wad,1,1,blocks\VZ\c30951_P000_Q3.block
0x004DAFC0,CHI01_Contract_Briefing_Starter-Mattias,CHI01_Contract_Briefing_Starter-Mattias,1,1,animation,vz.wad,1,1,blocks\VZ\chi001_contract_P000_Q3.block
0x0051FB87,civ_hum_casualfemale_head_b_sm,civ_hum_casualfemale_head_b_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c30791_P000_Q3.block
0x00529F1C,,,0,0,lineregion,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x0052DE3A,docks_bld_warehouse_misc01_nm,docks_bld_warehouse_misc01_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c30421_P000_Q3.block
0x005381C4,,,0,0,animation,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x00551377,village_bld_outhouse_lod,village_bld_outhouse_lod,1,1,texture,vz.wad,1,1,blocks\VZ\c30223_P000_Q3.block
0x005590F8,civ_veh_car_rtr_crappy_damage_sm,civ_veh_car_rtr_crappy_damage_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c31180_P000_Q3.block
0x0055E642,vz_state_pmccon004,vz_state_pmccon004,1,1,layer,vz.wad,1,1,blocks\VZ\vz_state_pmccon004_P000_Q3.block
0x0057041A,,,0,0,terrainmesh,vz.wad,1,1,blocks\VZ\c31295_P000_Q3.block
0x005844B5,ch_veh_truck_nglv_armored_damage_dm,ch_veh_truck_nglv_armored_damage_dm,1,1,texture,vz.wad,1,1,blocks\VZ\c32082_P000_Q3.block
0x005B219E,civ_veh_car_r90_taxi_damage_sm,civ_veh_car_r90_taxi_damage_sm,1,1,texture,vz.wad,1,1,blocks\VZ\civ_veh_car_r90_taxi_P000_Q3.block
0x005D4AB6,oilcon002_cursor,oilcon002_cursor,1,1,texture,vz.wad,1,1,blocks\VZ\c33061_P000_Q3.block
0x0060129E,caracas_bld_historical02_wall01_sm,caracas_bld_historical02_wall01_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c30021_P000_Q3.block
0x006199F3,cumana_bld_hotelfourstar01_floor_ruin_dm,cumana_bld_hotelfourstar01_floor_ruin_dm,1,1,texture,vz.wad,1,1,blocks\VZ\c30491_P000_Q3.block
0x006243A4,global_weapon_pf97,global_weapon_pf97,1,1,model;texture,vz.wad,2,2,blocks\VZ\c32575_P000_Q3.block
0x006473C6,gr_hum_starter04_head,gr_hum_starter04_head,1,1,texture,vz.wad,1,1,blocks\VZ\c32609_P000_Q3.block
0x0065370D,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x00654B16,marsh_bridge01_plank_ruin_sm,marsh_bridge01_plank_ruin_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c31074_P000_Q3.block
0x0065B09D,al_veh_truck_hmmwv_armored,al_veh_truck_hmmwv_armored,1,1,model,vz.wad,1,1,blocks\VZ\c31681_P000_Q3.block
0x0069809E,global_veh_stingray_nm,global_veh_stingray_nm,1,1,texture,vz.wad,1,1,blocks\VZ\global_veh_stingray_P000_Q3.block
0x006C8D0B,CHI02_Contract_Briefing_No_Starter-Mattias,CHI02_Contract_Briefing_No_Starter-Mattias,1,1,animation,vz.wad,1,1,blocks\VZ\chi002_contract_P000_Q3.block
0x006D7958,jungle_bld_ruinshotelfront_tower_ruin_sm,jungle_bld_ruinshotelfront_tower_ruin_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c31215_P000_Q3.block
0x006ECADD,MEC01_Contract_Briefing_Yes_Mattias,MEC01_Contract_Briefing_Yes_Mattias,1,1,animation,vz.wad,1,1,blocks\VZ\mec001_contract_P000_Q3.block
0x006FC148,MiniMap_Icon_Faction_OC,MiniMap_Icon_Faction_OC,1,1,texture,vz.wad,1,1,blocks\VZ\c32839_P000_Q3.block
0x00700C19,,,0,0,animation,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x007080F4,vz_state_pircon001_tinygeometry_tgr33_tgc28_0x00143d18,vz_state_pircon001_tinygeometry_tgr33_tgc28_0x00143d18,1,1,model,vz.wad,1,1,blocks\VZ\c34430_P000_Q3.block
0x007287F9,al_veh_plane_ac130_spooky_003_sm,al_veh_plane_ac130_spooky_003_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c31674_P000_Q3.block
0x00755CE5,all_objectscript,all_objectscript,1,1,script,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x0076650A,,,0,0,lineregion,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x0077334E,global_checkpointa,global_checkpointa,1,1,model;texture,vz.wad,2,2,blocks\VZ\c32350_P000_Q3.block
0x007839B1,vz_caracas_ruindebris02_r13_c07_0x0013dae2,vz_caracas_ruindebris02_r13_c07_0x0013dae2,1,1,scrub,vz.wad,1,1,blocks\VZ\c30824_P000_Q3.block
0x0079240D,jungle_env_rock04_sm,jungle_env_rock04_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c30057_P000_Q3.block
0x00799158,al_veh_plane_a10_cockpit_nm,al_veh_plane_a10_cockpit_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c31202_P000_Q3.block
0x0079B640,caracas_fountainparquecentral_ruin_lod,caracas_fountainparquecentral_ruin_lod,1,1,texture,vz.wad,1,1,blocks\VZ\c30286_P000_Q3.block
0x007F2B75,vzoutpost_bld_hangar_roof_dm,vzoutpost_bld_hangar_roof_dm,1,1,texture,vz.wad,1,1,blocks\VZ\c30624_P000_Q3.block
0x0083D577,jungle_bld_ruinshotelback_column_nm,jungle_bld_ruinshotelback_column_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c31214_P000_Q3.block
0x0084D2F2,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehiclenameanimgroup_huangfeng_P000_Q3.block
0x0084EB31,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x0086E8BE,,,0,0,terrainmesh,vz.wad,1,1,blocks\VZ\c31228_P000_Q3.block
0x00890B6D,vz_terrainglobal_r14_c14_0x000746cc,vz_terrainglobal_r14_c14_0x000746cc,1,1,texture,vz.wad,1,1,blocks\VZ\c31363_P000_Q3.block
0x00895ACB,vz_state_oiljob001_captured_tinygeometry_0x00143cb5,vz_state_oiljob001_captured_tinygeometry_0x00143cb5,1,1,texture,vz.wad,1,1,blocks\VZ\c34394_P000_Q3.block
0x008E2A1B,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehiclenameanimgroup_vanquish_P000_Q3.block
0x0091AE39,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x0091BD04,vz_state_mar_altagracia_act1,vz_state_mar_altagracia_act1,1,1,layer,vz.wad,1,1,blocks\VZ\vz_state_mar_altagracia_act1_P000_Q3.block
0x00924685,civ_hum_cartworker_capa,civ_hum_cartworker_capa,1,1,texture,vz.wad,1,1,blocks\VZ\c32145_P000_Q3.block
0x009288A3,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x009448EE,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x0095E56C,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x0097289B,global_weapon_gbu16,global_weapon_gbu16,1,1,model;texture,vz.wad,2,1,blocks\VZ\c32567_P000_Q3.block
0x00978EE4,vzoutpost_bld_guardtower_pr,vzoutpost_bld_guardtower_pr,1,1,model,vz.wad,1,1,blocks\VZ\c34528_P000_Q3.block
0x009E1117,vz_merida_tiny_tinygeometry_tgr13_tgc31_0x00144ed7,vz_merida_tiny_tinygeometry_tgr13_tgc31_0x00144ed7,1,1,model,vz.wad,1,1,blocks\VZ\c30108_P000_Q3.block
0x009E5128,global_roof_concrete04_sm,global_roof_concrete04_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c31370_P000_Q3.block
0x00A2F97B,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x00A4E515,cumana_bld_fortress01_stonewall_nm,cumana_bld_fortress01_stonewall_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c30196_P000_Q3.block
0x00A553A7,shanty_bld_housegroup01_wall04_nm,shanty_bld_housegroup01_wall04_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c30251_P000_Q3.block
0x00A59D03,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehicleclassanimgroup_autosmall_P000_Q3.block
0x00A7703E,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehicleclassanimgroup_hmmwv_P000_Q3.block
0x00A8865A,vz_state_allcon005,vz_state_allcon005,1,1,layer,vz.wad,1,1,blocks\VZ\vz_state_allcon005_P000_Q3.block
0x00AADBEE,groutpostinterior_barrelc_nm,groutpostinterior_barrelc_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c32631_P000_Q3.block
0x00B053FA,vz_cumana_tiny_tinygeometry_tgr24_tgc04_0x00144e25,vz_cumana_tiny_tinygeometry_tgr24_tgc04_0x00144e25,1,1,model,vz.wad,1,1,blocks\VZ\c31307_P000_Q3.block
0x00B15690,Vz_State_ChiJob005_E_Staging,Vz_State_ChiJob005_E_Staging;vz_state_chijob005_e_staging,2,1,layer,vz.wad,1,1,blocks\VZ\vz_state_chijob005_e_staging_P000_Q3.block
0x00B1D5FD,oc_hum_executive_female_head_nm,oc_hum_executive_female_head_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c33010_P000_Q3.block
0x00B24FED,gr_veh_apc_m113_sm,gr_veh_apc_m113_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c31260_P000_Q3.block
0x00B310A5,global_att_satellitedishc,global_att_satellitedishc,1,1,texture,vz.wad,1,1,blocks\VZ\c39999_P000_Q3.block
0x00B453DB,vz_state_chijob006_c_destroyed_tinygeometry_tgr32_tgc22_0x00143b5a,vz_state_chijob006_c_destroyed_tinygeometry_tgr32_tgc22_0x00143b5a,1,1,model,vz.wad,1,1,blocks\VZ\c34275_P000_Q3.block
0x00B6DB30,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x00B97799,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x00B9D509,global_junkpile03_sm,global_junkpile03_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c30372_P000_Q3.block
0x00BD2A78,estate_bld_mansion02_01,estate_bld_mansion02_01,1,1,texture,vz.wad,1,1,blocks\VZ\c31484_P000_Q3.block
0x00BDA5FB,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehiclenameanimgroup_ztz98_P000_Q3.block
0x00BDF2CC,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehiclenameanimgroup_dragster_P000_Q3.block
0x00BE8F7C,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x00BEB5EE,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x00BF42EE,,,0,0,texture,vz.wad,1,1,blocks\VZ\c32611_P000_Q3.block
0x00BFEF08,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehiclenameanimgroup_barco_P000_Q3.block
0x00C136F9,,,0,0,lineregion,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x00C761AB,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x00C777A0,village_bld_plantationsmall01_wall_dm,village_bld_plantationsmall01_wall_dm,1,1,texture,vz.wad,1,1,blocks\VZ\c30387_P000_Q3.block
0x00C7A8CA,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehiclenameanimgroup_mi35solano_P000_Q3.block
0x00C8B3BB,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehicleclassanimgroup_hmmwv_P000_Q3.block
0x00CA51AF,aloutpost_bld_supplydepot_lod,aloutpost_bld_supplydepot_lod,1,1,texture,vz.wad,1,1,blocks\VZ\c31910_P000_Q3.block
0x00CA6160,caracas_bld_cathedral_clock01_sm,caracas_bld_cathedral_clock01_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c30735_P000_Q3.block
0x00D4F578,jungle_env_rock02_nm,jungle_env_rock02_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c39998_P000_Q3.block
0x00DA352F,shanty_bld_housegroup01_wall12_sm,shanty_bld_housegroup01_wall12_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c30251_P000_Q3.block
0x00DA8723,GUR02_Contract_Briefing_Yes_Starter-Jennifer,GUR02_Contract_Briefing_Yes_Starter-Jennifer,1,1,animation,vz.wad,1,1,blocks\VZ\gur002_contract_P000_Q3.block
0x00DF33A2,OIL01_Contract_Briefing_No_Starter-Chris,OIL01_Contract_Briefing_No_Starter-Chris,1,1,animation,vz.wad,1,1,blocks\VZ\oil001_contract_P000_Q3.block
0x00DFC11D,,,0,0,lowresterrain,vz.wad,1,1,blocks\VZ\low_res_terrain_P000_Q3.block
0x00E01065,global_weapon_qbu88sniper,global_weapon_qbu88sniper,1,1,model;texture,vz.wad,2,1,blocks\VZ\c30265_P000_Q3.block
0x00E6399F,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x00EAF4E2,vzoutpost_bld_guardtower_roof_damaged_dm,vzoutpost_bld_guardtower_roof_damaged_dm,1,1,texture,vz.wad,1,1,blocks\VZ\c30930_P000_Q3.block
0x00EC634D,aloutpost_bld_supplydepot_nm,aloutpost_bld_supplydepot_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c31910_P000_Q3.block
0x00EE01E8,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehiclenameanimgroup_mi26_P000_Q3.block
0x00EED5DC,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x00EF528D,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehiclenameanimgroup_plz45_P000_Q3.block
0x00F01BA2,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x00F56A80,mrxtaskobjectiveaccept,mrxtaskobjectiveaccept,1,1,script,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x00FA985C,subtitles_15_ack_j,subtitles_15_ack_j,1,1,script,vz.wad,1,1,blocks\VZ\subtitles_P000_Q3.block
0x01029B24,global_propanetanklargea,global_propanetanklargea,1,1,model;texture,vz.wad,2,2,blocks\VZ\c30369_P000_Q3.block
0x0102E238,all_ztz63a_driverhatch_actionhijack_getin_loopa_fb,all_ztz63a_driverhatch_actionhijack_getin_loopa_fb,1,1,animation,vz.wad,1,1,blocks\VZ\hijack_ztz63a_P000_Q3.block
0x01067167,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x010AD32B,vehicles_car_monsterTruck,vehicles_car_monsterTruck;vehicles_car_monstertruck,2,1,texture,vz.wad,1,1,blocks\VZ\scaleform_pdavehiclesicons_P000_Q3.block
0x010D3D57,outskirt_bld_house06_sm,outskirt_bld_house06_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c30674_P000_Q3.block
0x010E7B24,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x01102117,merida_signb,merida_signb,1,1,model;texture,vz.wad,2,2,blocks\VZ\c30784_P000_Q3.block
0x0114697B,gr_hum_soldierfemale_a_ub_sm,gr_hum_soldierfemale_a_ub_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c31034_P000_Q3.block
0x01151A98,vz_mar_roads,vz_mar_roads,1,1,layer,vz.wad,1,1,blocks\VZ\vz_mar_roads_P000_Q3.block
0x01156111,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x0115D44A,vz_hum_blanco_hat,vz_hum_blanco_hat,1,1,texture,vz.wad,1,1,blocks\VZ\c33687_P000_Q3.block
0x0115F817,,,0,0,scrub,vz.wad,1,1,blocks\VZ\c31070_P000_Q3.block
0x011624D8,commercial_road5t10,commercial_road5t10,1,1,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x0116A7FC,,,0,0,effect,vz.wad,1,1,blocks\VZ\effects_P000_Q3.block
0x01187842,pickup_munitions,pickup_munitions,1,1,texture,vz.wad,1,1,blocks\VZ\c33108_P000_Q3.block
0x011A14C8,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x011A3E78,pmc_hum_jennifer_jacket_sm,pmc_hum_jennifer_jacket_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c33232_P000_Q3.block
0x011ACDCC,,,0,0,scrub,vz.wad,1,1,blocks\VZ\c30796_P000_Q3.block
0x01200D4C,global_att_clothesrack,global_att_clothesrack,1,1,texture,vz.wad,1,1,blocks\VZ\c30890_P000_Q3.block
0x01222263,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x01236F5A,ch_att_soldier_helmeta_nm,ch_att_soldier_helmeta_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c31478_P000_Q3.block
0x012389DD,global_newspaperstand_01_sm,global_newspaperstand_01_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c30458_P000_Q3.block
0x012BFC96,,,0,0,terrainmesh,vz.wad,1,1,blocks\VZ\c31363_P000_Q3.block
0x01312CCE,,,0,0,animation,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x013300BE,,,0,0,texture,shell.wad,1,1,blocks\Shell\scaleform_shell_P000_Q3.block
0x01330EB2,hijack_ah1z,hijack_ah1z,1,1,script,vz.wad,1,1,blocks\VZ\hijack_ah1z_P000_Q3.block
0x0136E78A,vz_state_alljob005_01_defenses_tinygeometry_tgr12_tgc06_0x001439f6,vz_state_alljob005_01_defenses_tinygeometry_tgr12_tgc06_0x001439f6,1,1,model,vz.wad,1,1,blocks\VZ\c34169_P000_Q3.block
0x0137AB79,caracas_bld_skytramshopa_sm_ruin,caracas_bld_skytramshopa_sm_ruin,1,1,texture,vz.wad,1,1,blocks\VZ\c32042_P000_Q3.block
0x0138A771,groutpost_bld_shacktall01_scale_ruin_sm,groutpost_bld_shacktall01_scale_ruin_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c30533_P000_Q3.block
0x0139E89A,vz_veh_helicopter_mi26_int_nm,vz_veh_helicopter_mi26_int_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c34502_P000_Q3.block
0x013B1F28,village_bld_food03_foliage_nm,village_bld_food03_foliage_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c31112_P000_Q3.block
0x01403194,vz_hum_deathsquad_headb_nm,vz_hum_deathsquad_headb_nm,1,1,texture,vz.wad,1,1,blocks\VZ\c30939_P000_Q3.block
0x0140780E,pmcoutpost_sofa_sm,pmcoutpost_sofa_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c33301_P000_Q3.block
0x0140AD34,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x014636FB,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x0146F6D9,Vz_State_PirJob007_A_Defenses,Vz_State_PirJob007_A_Defenses;vz_state_pirjob007_a_defenses,2,1,layer,vz.wad,1,1,blocks\VZ\vz_state_pirjob007_a_defenses_P000_Q3.block
0x01484A2D,civ_veh_car_w12_z12_nm,civ_veh_car_w12_z12_nm,1,1,texture,vz.wad,1,1,blocks\VZ\civ_veh_car_w12_z12_P000_Q3.block
0x014933EA,japanese_18_34,japanese_18_34,1,1,texture,vz.wad,1,1,blocks\VZ\japanese_P000_Q3.block
0x014DDAE6,ch_veh_helicopter_wz10_sm,ch_veh_helicopter_wz10_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c32075_P000_Q3.block
0x0154A412,vehicles_plane_q5,vehicles_plane_q5,1,1,texture,vz.wad,1,1,blocks\VZ\scaleform_pdavehiclesicons_P000_Q3.block
0x0157B746,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x0158FC82,civ_hum_journalist_accb,civ_hum_journalist_accb,1,1,texture,vz.wad,1,1,blocks\VZ\c32152_P000_Q3.block
0x01595939,merida_plazastatue_sm,merida_plazastatue_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c31461_P000_Q3.block
0x01599790,global_ruindebris_wood01_sm,global_ruindebris_wood01_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c39998_P000_Q3.block
0x015A2F93,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x015A844C,groutpost_bld_shackcave02_ruin_lod,groutpost_bld_shackcave02_ruin_lod,1,1,texture,vz.wad,1,1,blocks\VZ\c30530_P000_Q3.block
0x015AF138,vz_veh_truck_m35_tanker_new_dm,vz_veh_truck_m35_tanker_new_dm,1,1,texture,vz.wad,1,1,blocks\VZ\c34511_P000_Q3.block
0x0162B67D,,,0,0,animation,vz.wad,1,1,blocks\VZ\vehiclenameanimgroup_riflewindow_P000_Q3.block
0x0163F2AA,,,0,0,animation,vz.wad,1,1,blocks\VZ\characternameanimgroup_jennifer_P000_Q3.block
0x0166820C,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x016A2190,civ_hum_rich_b_head_sm,civ_hum_rich_b_head_sm,1,1,texture,vz.wad,1,1,blocks\VZ\c31090_P000_Q3.block
0x01709EEB,all_wz10_driverdoor_actionhijack_getin_section03_fb,all_wz10_driverdoor_actionhijack_getin_section03_fb,1,1,animation,vz.wad,1,1,blocks\VZ\hijack_wz10_P000_Q3.block
0x0170A38E,,,0,0,animation,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
0x017BC2E5,,,0,0,animation,vz.wad,1,1,blocks\VZ\characternameanimgroup_soldier_P000_Q3.block
0x017C18DF,weapons_mini-gun,weapons_mini-gun,1,1,texture,vz.wad,1,1,blocks\VZ\c34556_P000_Q3.block
0x017DEF7F,Vz_State_OilJob008_k_Ruined,Vz_State_OilJob008_k_Ruined;vz_state_oiljob008_k_ruined,2,1,layer,vz.wad,1,1,blocks\VZ\vz_state_oiljob008_k_ruined_P000_Q3.block
0x01831593,industrial_bld_smokestack_lod,industrial_bld_smokestack_lod,1,1,texture,vz.wad,1,1,blocks\VZ\c30797_P000_Q3.block
0x0187A533,,,0,0,path,vz.wad,1,1,blocks\VZ\resident_P000_Q3.block
