wad,row_index,asset_hash,name,name_candidates,candidate_count,type_id,type_name,type_hash,block_index,block_path,sub_offset,is_primary,secondary_ref,secondary_name
vz.wad,40,0x14AC0B0E,,,0,16,animation,0x18166555,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,41,0x74168771,vehicles_truck_ambulance,vehicles_truck_ambulance,1,27,texture,0xF011157A,3451,blocks\VZ\scaleform_pdavehiclesicons_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,42,0xFE62017A,,,0,29,effect,0x5608BD5A,3459,blocks\VZ\effects_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,43,0xD97FFC79,global_veh_68valiant_sm,global_veh_68valiant_sm,1,27,texture,0xF011157A,1209,blocks\VZ\c30555_P000_Q3.block,3698,0,0x15A7FFFF,
vz.wad,44,0x5ECD6D9B,village_bld_farming03_ruin_lod,village_bld_farming03_ruin_lod,1,27,texture,0xF011157A,1667,blocks\VZ\c31165_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,45,0xC5FB637D,village_fruitboxstackb,village_fruitboxstackb,1,27,texture,0xF011157A,2733,blocks\VZ\c33637_P000_Q3.block,5028,0,0xFFFFFFFF,
vz.wad,46,0xCDD964D1,city_bld_corner16x16a_wall02_nm,city_bld_corner16x16a_wall02_nm,1,27,texture,0xF011157A,1484,blocks\VZ\c30917_P000_Q3.block,3858,0,0x15722132,
vz.wad,47,0xF5B0D703,,,0,29,effect,0x5608BD5A,3459,blocks\VZ\effects_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,48,0x8AE541F5,,,0,16,animation,0x18166555,3391,blocks\VZ\vehiclenameanimgroup_type 14310_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,49,0xF9436ABA,vz_state_alljob009_05_pristine_tinygeometry_tgr18_tgc16_0x00143a31,vz_state_alljob009_05_pristine_tinygeometry_tgr18_tgc16_0x00143a31,1,19,model,0x5B724250,1653,blocks\VZ\c31148_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,50,0x9E23C145,vz_state_pmccon002_temp,vz_state_pmccon002_temp,1,9,layer,0xE6B81A54,460,blocks\VZ\vz_state_pmccon002_temp_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,51,0x00BD2A78,estate_bld_mansion02_01,estate_bld_mansion02_01,1,27,texture,0xF011157A,1917,blocks\VZ\c31484_P000_Q3.block,4122,0,0x16502379,
vz.wad,52,0xE1BCA0B8,jungle_bld_ruinshotelback_ceiling_nm,jungle_bld_ruinshotelback_ceiling_nm,1,27,texture,0xF011157A,1699,blocks\VZ\c31214_P000_Q3.block,4216,0,0x151E2473,
vz.wad,53,0x2901DEB7,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,54,0xEF1ED564,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,55,0x5A89C52A,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,56,0x22F7E9F6,,,0,16,animation,0x18166555,3151,blocks\VZ\characternameanimgroup_civilian_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,57,0x03F9F4EE,industrial_bld_warehouselarge01_roof,industrial_bld_warehouselarge01_roof,1,27,texture,0xF011157A,851,blocks\VZ\c30144_P000_Q3.block,4354,0,0x1748233A,
vz.wad,58,0xFEC15FC4,,,0,16,animation,0x18166555,3236,blocks\VZ\vehiclenameanimgroup_amx30_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,59,0xF0080998,Vz_State_PmcInterior_Hel,Vz_State_PmcInterior_Hel;vz_state_pmcinterior_hel,2,9,layer,0xE6B81A54,703,blocks\VZ\vz_state_pmcinterior_hel_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,60,0xDA8062B7,vz_state_car_city_act3all,vz_state_car_city_act3all,1,9,layer,0xE6B81A54,646,blocks\VZ\vz_state_car_city_act3all_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,61,0x53B66D51,global_curb01_sm,global_curb01_sm,1,27,texture,0xF011157A,1148,blocks\VZ\c30480_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,62,0x3A1B2723,,,0,19,model,0x5B724250,1698,blocks\VZ\c31213_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,63,0xC479EBD7,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,64,0xC1B93B65,objective_verify_yellow,objective_verify_yellow,1,27,texture,0xF011157A,2465,blocks\VZ\c32991_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,65,0xA71E782E,proutpost_bld_shacksmall03_ruin_lod,proutpost_bld_shacksmall03_ruin_lod,1,27,texture,0xF011157A,780,blocks\VZ\c30043_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,66,0x6D8A40BB,,,0,18,chatter,0xFA0B8DBC,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,67,0x28538ADC,all_wz10_driverdoor_actionhijack_getin_section02_fb,all_wz10_driverdoor_actionhijack_getin_section02_fb,1,16,animation,0x18166555,2994,blocks\VZ\hijack_wz10_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,68,0x1E6F753C,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,69,0x5A557927,aloutpost_bld_garage01_camo_netting_dm,aloutpost_bld_garage01_camo_netting_dm,1,27,texture,0xF011157A,3183,blocks\VZ\resident2_P000_Q3.block,5176,0,0x20062A65,
vz.wad,70,0xCB4DF487,WifTutorialTank,WifTutorialTank;wiftutorialtank,2,35,script,0x42498680,3197,blocks\VZ\scripts_vz_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,71,0x8ED67CD6,pmcoutpost_bld_pool_stone_sm,pmcoutpost_bld_pool_stone_sm,1,27,texture,0xF011157A,3439,blocks\VZ\pmcoutpost_bld_pool_P000_Q3.block,5274,0,0x20632BC6,
vz.wad,72,0x0873D14E,wpn_shared,wpn_shared,1,6,wavebank,0xF753F6D0,3192,blocks\VZ\sound_resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,73,0xCB28B75A,white_road10_straight_sm,white_road10_straight_sm,1,27,texture,0xF011157A,3052,blocks\VZ\whiteroads_P000_Q3.block,5124,0,0x1FEB2A06,
vz.wad,74,0x19046AC1,vz_maracaibo_tiny_tinygeometry_tgr30_tgc31_0x00144e76,vz_maracaibo_tiny_tinygeometry_tgr30_tgc31_0x00144e76,1,19,model,0x5B724250,1352,blocks\VZ\c30748_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,75,0x4CD95654,MrxGuiHudLayout2,MrxGuiHudLayout2;mrxguihudlayout2,2,35,script,0x42498680,3495,blocks\VZ\guilayouts_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,76,0xCFEBD95C,maracaibo_bld_segment32x32a_wall_ruin_dm,maracaibo_bld_segment32x32a_wall_ruin_dm,1,27,texture,0xF011157A,1239,blocks\VZ\c30606_P000_Q3.block,3857,0,0x14ED221A,
vz.wad,77,0x55C4CD64,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,78,0xD9F6F679,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,79,0x547C0A27,,,0,16,animation,0x18166555,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,80,0xB91DE356,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,81,0x151BB0A9,all01_contract_briefing_yes_herochair-jennifer,all01_contract_briefing_yes_herochair-jennifer,1,16,animation,0x18166555,3412,blocks\VZ\all001_contract_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,82,0x70DE7086,VZ_state_PilCon002_Epilogue,VZ_state_PilCon002_Epilogue;vz_state_pilcon002_epilogue,2,9,layer,0xE6B81A54,318,blocks\VZ\vz_state_pilcon002_epilogue_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,83,0xFB32B273,pmc04_solano_actionhijack_jennifer,pmc04_solano_actionhijack_jennifer,1,5,facefxanimationset,0x665EF13E,3466,blocks\VZ\hijack_mi35_solano_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,84,0x3A5A8B0B,estate_bld_mansion02_03_ruin,estate_bld_mansion02_03_ruin,1,27,texture,0xF011157A,1243,blocks\VZ\c30610_P000_Q3.block,3842,0,0x16512378,
vz.wad,85,0x92D4D99E,white_sidewalk_straight_nm,white_sidewalk_straight_nm,1,27,texture,0xF011157A,3052,blocks\VZ\whiteroads_P000_Q3.block,5124,0,0x1FEB2A06,
vz.wad,86,0x63F5CF01,estate_staircenter01_lod,estate_staircenter01_lod,1,27,texture,0xF011157A,1246,blocks\VZ\c30613_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,87,0xB2FADE9A,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,88,0x2E7C583E,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,89,0x9D5E467A,all_mi35_driverdoor_actionhijack_getin_section02_fb,all_mi35_driverdoor_actionhijack_getin_section02_fb,1,16,animation,0x18166555,3389,blocks\VZ\hijack_mi35_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,90,0x37F18CD0,civ_veh_boat_cargoship_cabin02_sm,civ_veh_boat_cargoship_cabin02_sm,1,27,texture,0xF011157A,3476,blocks\VZ\civ_veh_boat_cargoship_P000_Q3.block,5293,0,0x20732BF7,
vz.wad,91,0xEB699B13,temp_radar_icon_airplane,temp_radar_icon_airplane,1,27,texture,0xF011157A,1689,blocks\VZ\c31200_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,92,0x24900694,,,0,16,animation,0x18166555,3092,blocks\VZ\vehiclenameanimgroup_mi35solano_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,93,0x3E50878F,,,0,16,animation,0x18166555,2979,blocks\VZ\vehiclenameanimgroup_barco_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,94,0x57300699,vz_state_all_fuel_amazon_tinygeometry_tgr09_tgc10_0x001439a9,vz_state_all_fuel_amazon_tinygeometry_tgr09_tgc10_0x001439a9,1,19,model,0x5B724250,2751,blocks\VZ\c34145_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,95,0x38CE8C5A,,,0,16,animation,0x18166555,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,96,0xFAD34333,pmc_hum_fiona_hair,pmc_hum_fiona_hair,1,27,texture,0xF011157A,2568,blocks\VZ\c33226_P000_Q3.block,4914,0,0x1E20288C,
vz.wad,97,0x0229E0ED,vz_state_alljob009_02_pristine_tinygeometry_0x00143a1d,vz_state_alljob009_02_pristine_tinygeometry_0x00143a1d,1,27,texture,0xF011157A,1648,blocks\VZ\c31143_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,98,0x0FF9AB7F,oilrig_bld_buildingc_ruin_lod,oilrig_bld_buildingc_ruin_lod,1,27,texture,0xF011157A,1894,blocks\VZ\c31440_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,99,0xB6F295DE,,,0,16,animation,0x18166555,3165,blocks\VZ\vehiclenameanimgroup_dragster_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,100,0xBB26594D,,,0,16,animation,0x18166555,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,101,0x5C53E3EC,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,102,0x4B51E5C9,Vz_State_ChiJob002_05,Vz_State_ChiJob002_05;vz_state_chijob002_05,2,9,layer,0xE6B81A54,204,blocks\VZ\vz_state_chijob002_05_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,103,0xFBEBBE7E,global_bld_concrete01_nm,global_bld_concrete01_nm,1,27,texture,0xF011157A,1143,blocks\VZ\c30475_P000_Q3.block,4148,0,0x1682FFFF,
vz.wad,104,0x0B941E52,global_fencechain02_sm,global_fencechain02_sm,1,27,texture,0xF011157A,2977,blocks\VZ\c39999_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,105,0x2A962902,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,106,0x1A1C7B42,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,107,0x58CBDF4D,vz_caracas_tiny_tinygeometry_tgr18_tgc16_0x00144013,vz_caracas_tiny_tinygeometry_tgr18_tgc16_0x00144013,1,19,model,0x5B724250,1653,blocks\VZ\c31148_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,108,0xFE1E7109,,,0,29,effect,0x5608BD5A,3459,blocks\VZ\effects_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,109,0xC04F1E84,,,0,16,animation,0x18166555,3343,blocks\VZ\vehicleclassanimgroup_autosmall_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,110,0xE57D80E5,,,0,30,lineregion,0x6310807F,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,111,0x6F8203B1,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,112,0xEAB67B19,al_hum_sailor_ub_sm,al_hum_sailor_ub_sm,1,27,texture,0xF011157A,1978,blocks\VZ\c31652_P000_Q3.block,4395,0,0xFFFFFFFF,
vz.wad,113,0x10589C57,support_tank_buster,support_tank_buster,1,27,texture,0xF011157A,3048,blocks\VZ\scaleform_pdasupporticons_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,114,0x18DFB231,,,0,16,animation,0x18166555,3006,blocks\VZ\vehicleclassanimgroup_truckmid_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,115,0x0FB20277,,,0,12,scrub,0x600B904E,787,blocks\VZ\c30053_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,116,0x37279791,white_bld_segment8x16b_sm,white_bld_segment8x16b_sm,1,27,texture,0xF011157A,1125,blocks\VZ\c30447_P000_Q3.block,3668,0,0x186F259E,
vz.wad,117,0xDEE3048D,Vz_State_AllJob010_04_Pristine,Vz_State_AllJob010_04_Pristine;vz_State_AllJob010_04_pristine;vz_state_alljob010_04_pristine,3,9,layer,0xE6B81A54,655,blocks\VZ\vz_state_alljob010_04_pristine_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,118,0xA92AA75E,pmc_veh_plane_ov10bronco_amg_nm,pmc_veh_plane_ov10bronco_amg_nm,1,27,texture,0xF011157A,1691,blocks\VZ\c31205_P000_Q3.block,3877,0,0x183CFFFF,
vz.wad,119,0xD6540A49,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,120,0xAC079C4A,city_bld_storefrontcornere,city_bld_storefrontcornere,1,19,model,0x5B724250,1177,blocks\VZ\c30518_P000_Q3.block,3603,0,0xFFFFFFFF,
vz.wad,121,0x1CE8F54F,vz_veh_helicopter_mi35hind,vz_veh_helicopter_mi35hind,1,19,model,0x5B724250,2925,blocks\VZ\c34503_P000_Q3.block,5060,0,0x1F70FFFF,
vz.wad,122,0x1753B034,global_veh_wheel_ruin_sm,global_veh_wheel_ruin_sm,1,27,texture,0xF011157A,2976,blocks\VZ\c39998_P000_Q3.block,4263,0,0xFFFFFFFF,
vz.wad,123,0x70DC6DA0,,,0,16,animation,0x18166555,3391,blocks\VZ\vehiclenameanimgroup_type 14310_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,124,0x4768E8CC,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,125,0x9837F497,,,0,16,animation,0x18166555,3362,blocks\VZ\characternameanimgroup_jennifer_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,126,0xEC19D43E,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,127,0x2EDAB657,Global_Job_Briefing_Ewan,Global_Job_Briefing_Ewan,1,5,facefxanimationset,0x665EF13E,3490,blocks\VZ\pmc_interior_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,128,0x68F0F314,vz_merida_tiny_tinygeometry_tgr15_tgc27_0x00144eeb,vz_merida_tiny_tinygeometry_tgr15_tgc27_0x00144eeb,1,19,model,0x5B724250,1889,blocks\VZ\c31434_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,129,0x4314E98E,,,0,16,animation,0x18166555,3123,blocks\VZ\vehiclenameanimgroup_m151_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,130,0x8E8ED4C0,shanty_bld_house02,shanty_bld_house02,1,27,texture,0xF011157A,948,blocks\VZ\c30249_P000_Q3.block,4127,0,0x187F23A1,
vz.wad,131,0x6D175C80,,,0,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,132,0x6681FC10,Sj/ZC,Sj/ZC,1,27,texture,0xF011157A,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,133,0x5D4982C9,commercial_bld_segment8x8c_lod,commercial_bld_segment8x8c_lod,1,27,texture,0xF011157A,1203,blocks\VZ\c30546_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,134,0x8E77A04D,global_pickup_rockets,global_pickup_rockets,1,19,model,0x5B724250,1315,blocks\VZ\c30705_P000_Q3.block,5102,0,0xFFFFFFFF,
vz.wad,135,0x2488716A,,,0,12,scrub,0x600B904E,1112,blocks\VZ\c30430_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,136,0x94509A5F,vz_state_alljob002_05_pristine_tinygeometry_0x001439f1,vz_state_alljob002_05_pristine_tinygeometry_0x001439f1,1,27,texture,0xF011157A,943,blocks\VZ\c30244_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,137,0xF8F2211B,cumana_bld_hoteltwostar01_wall_ruin_dm,cumana_bld_hoteltwostar01_wall_ruin_dm,1,27,texture,0xF011157A,1157,blocks\VZ\c30491_P000_Q3.block,3865,0,0x181323D1,
vz.wad,138,0xB3D771FC,Vz_State_OilJob012_02_Pristine,Vz_State_OilJob012_02_Pristine;vz_state_oiljob012_02_pristine,2,9,layer,0xE6B81A54,525,blocks\VZ\vz_state_oiljob012_02_pristine_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,139,0x9CEF89FD,vz_state_alljob005_03_tinygeometry_tgr24_tgc06_0x00143a06,vz_state_alljob005_03_tinygeometry_tgr24_tgc06_0x00143a06,1,19,model,0x5B724250,2769,blocks\VZ\c34178_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,140,0x633C35AF,6xew,6xew,1,28,path,0xBCFE6314,3185,blocks\VZ\resident_P000_Q3.block,65535,1,0xFFFFFFFF,
vz.wad,141,0x5DDBF238,global_decal_generic_bullet_02,global_decal_generic_bullet_02,1,27,texture,0xF011157A,3183,blocks\VZ\resident2_P000_Q3.block,65535,1,0xFFFFFFFF,
