name,pandemic_hash_m2_hex,pandemic_hash_m2_dec,is_vehicle,entry_index,value_hex,aux0_hex,aux1_hex
3ddecal_dirt,0x7FFDAC69,2147331177,0,6089,0x900001D0,0x0000EA17,0x7FFDAC69
3ddecal_metal,0xDCC30213,3703767571,0,6092,0x900001D3,0x0000C774,0xDCC30213
3ddecal_rock,0x2926BC49,690404425,0,6093,0x900001D4,0x00011F5C,0x2926BC49
3ddecal_tile,0x0E8C523A,244077114,0,6090,0x900001D1,0x00008E40,0x0E8C523A
3ddecal_wood,0xFBE4EEED,4226084589,0,6094,0x900001D5,0x0000C980,0xFBE4EEED
68Valiant_Ruin,0x21C43ED9,566509273,0,1085,0x80006A30,0xFFFFFFFF,0x21C43ED9
68Valiant_Ruin_fire,0x092DB194,153989524,0,2021,0x800080C4,0xFFFFFFFF,0x092DB194
__AssetTest,0x5615C3ED,1444266989,0,1557,0x8000719F,0x00006D92,0x5615C3ED
__Building HP 025,0x45840CE6,1166281958,0,2777,0x8000874F,0xFFFFFFFF,0x45840CE6
__Building HP 050,0x4B4189E6,1262586342,0,2768,0x80008746,0x00011637,0x4B4189E6
__Building HP 100,0x4E1DE140,1310581056,0,2762,0x80008740,0xFFFFFFFF,0x4E1DE140
__Building HP 150,0x1800E0A7,402710695,0,4068,0x80009AEE,0x000004A1,0x1800E0A7
__Building HP 200,0xDAC80B8F,3670543247,0,2763,0x80008741,0xFFFFFFFF,0xDAC80B8F
__Building HP 300,0xC867FCFA,3362258170,0,2770,0x80008748,0xFFFFFFFF,0xC867FCFA
__Building HP 400,0x851272D9,2232578777,0,4070,0x80009AF0,0x0000317F,0x851272D9
__Building HP 500,0x2A43B31C,709079836,0,2764,0x80008742,0x0000FA87,0x2A43B31C
__Building HP 600,0x1393EC5B,328461403,0,4067,0x80009AED,0x0000E616,0x1393EC5B
__Building HP 800,0xE049F895,3762944149,0,4072,0x80009AF2,0x0001326D,0xE049F895
__Building Shack,0xC33DD16B,3275608427,0,2765,0x80008743,0x0000377D,0xC33DD16B
__Building Skyscraper Large,0x51F35E97,1374903959,0,2766,0x80008744,0x0000B978,0x51F35E97
__Building Skyscraper Medium,0x5537A857,1429710935,0,1543,0x80007190,0x00003AD5,0x5537A857
__Building Skyscraper Small,0x8CC6E63F,2361845311,0,2769,0x80008747,0xFFFFFFFF,0x8CC6E63F
__Building Tough,0xE62D4C82,3861728386,0,2767,0x80008745,0x0000EA84,0xE62D4C82
__global_env_palmtree01,0x5536E844,1429661764,0,2933,0x800089B4,0x0000C5AB,0x5536E844
__global_env_palmtreebend02,0x3F5DB976,1063106934,0,2944,0x800089C0,0x0000D061,0x3F5DB976
__global_env_palmtreebend03,0x215FC8D3,559925459,0,2945,0x800089C1,0x000033B4,0x215FC8D3
__global_env_palmtreebend04,0x1F6C91A0,527208864,0,2946,0x800089C2,0x0000E7AC,0x1F6C91A0
__global_env_palmtreebend05,0x496F1255,1232015957,0,2947,0x800089C3,0x00010B05,0x496F1255
__global_env_palmtreeplanted01,0x80ED4DAA,2163035562,0,2948,0x800089C4,0x00009ABD,0x80ED4DAA
__global_env_tree01,0xF0486D5C,4031278428,0,2934,0x800089B5,0xFFFFFFFF,0xF0486D5C
__global_env_treeoak01,0xF26BBA79,4067146361,0,2949,0x800089C5,0xFFFFFFFF,0xF26BBA79
__global_env_treeplaza01,0xF394CA7C,4086614652,0,2950,0x800089C6,0xFFFFFFFF,0xF394CA7C
__global_env_treeplaza02,0xCD925013,3448918035,0,2951,0x800089C7,0x00009464,0xCD925013
__global_env_treeplaza03,0xEB9040B6,3952099510,0,2952,0x800089C8,0x0000A53D,0xEB9040B6
__global_env_treesidewalk01,0xA914401E,2836676638,0,2932,0x800089B3,0xFFFFFFFF,0xA914401E
__global_env_treespade,0xAA0976CC,2852746956,0,2953,0x800089C9,0xFFFFFFFF,0xAA0976CC
__global_env_treetropical01,0xEA7668B0,3933628592,0,2929,0x800089B0,0xFFFFFFFF,0xEA7668B0
__global_env_treetropical02,0xD4740777,3564373879,0,2931,0x800089B2,0xFFFFFFFF,0xD4740777
__jungle_env_largecanopy01,0x6694CAC1,1721027265,0,2954,0x800089CA,0xFFFFFFFF,0x6694CAC1
__jungle_env_smallcanopy01,0xC65D6C1D,3328011293,0,2941,0x800089BC,0x00005FA5,0xC65D6C1D
__jungle_env_smallcanopy02,0x4455E3B2,1146479538,0,3318,0x80008F82,0x0000325A,0x4455E3B2
__jungle_env_treemedium01,0x7E251DAB,2116361643,0,3750,0x80009712,0xFFFFFFFF,0x7E251DAB
__jungle_env_treemedium03,0xFE2A6459,4264191065,0,2937,0x800089B8,0x00010624,0xFE2A6459
__jungle_env_treesmall01,0xBA098E81,3121188481,0,2935,0x800089B6,0xFFFFFFFF,0xBA098E81
__jungle_env_treesmall02,0x38020616,939656726,0,2936,0x800089B7,0xFFFFFFFF,0x38020616
__jungle_env_treesmall03,0x9A04DEF3,2584010483,0,3757,0x8000971F,0x0000C68C,0x9A04DEF3
__jungle_env_treetall01,0xC0E0D8A3,3235960995,0,2963,0x800089D9,0x000039D0,0xC0E0D8A3
__jungle_env_treetall02,0xA6E2EE4C,2799889996,0,2964,0x800089DA,0x0000211D,0xA6E2EE4C
__jungle_env_treetall03,0x20E5ECF1,551939313,0,2965,0x800089DB,0x0000C54B,0x20E5ECF1
__marsh_env_treewater02,0xB8F49502,3103036674,0,2938,0x800089B9,0x0000D149,0xB8F49502
__placeable Environment Bush Plant,0x8F197374,2400809844,0,4764,0x8000A177,0x0000DFFB,0x8F197374
__placeable Environment Tree,0x988DDE4D,2559434317,0,6079,0x900001C1,0x00005E53,0x988DDE4D
__shanty_env_tree01,0x11441BFC,289676284,0,2966,0x800089E2,0x000012BC,0x11441BFC
__shanty_env_tree02,0xEB41A193,3946946963,0,3751,0x80009713,0xFFFFFFFF,0xEB41A193
__shanty_env_tree03,0x093F9236,155161142,0,3752,0x80009714,0xFFFFFFFF,0x093F9236
__Static Destructible (Crashable),0xD192FB1F,3516070687,0,2778,0x80008750,0xFFFFFFFF,0xD192FB1F
__Static Destructible (Explosive),0x66201E9B,1713381019,0,4071,0x80009AF1,0x00012D44,0x66201E9B
__Static Destructible (Sandbag),0x357D5850,897407056,0,2779,0x80008751,0xFFFFFFFF,0x357D5850
__Static Destructible (Tower),0x5442049D,1413612701,0,2780,0x80008752,0x000011BC,0x5442049D
__Static Destructible HP 025,0xCBFFD998,3422542232,0,4069,0x80009AEF,0x0000BEFA,0xCBFFD998
__Static Destructible HP 050,0x15188514,353928468,0,6080,0x900001C2,0x00012DD2,0x15188514
__Static Destructible HP 100,0xB5B55B0E,3048561422,0,4074,0x80009AF4,0xFFFFFFFF,0xB5B55B0E
__Static Destructible HP 300,0x4B6B5884,1265326212,0,4073,0x80009AF3,0x00013786,0x4B6B5884
_airport_bld_controltower,0x5E4C3BFF,1582054399,0,1837,0x800076D1,0x0000E0AB,0x5E4C3BFF
_airport_bld_hanger01,0xEC8EFD29,3968793897,0,1667,0x8000735A,0x000072A3,0xEC8EFD29
_airport_bld_terminal01,0x2E94EDF0,781512176,0,1836,0x800076D0,0x0000C6DB,0x2E94EDF0
_airport_runway1,0x677B7E05,1736146437,0,1724,0x8000759F,0x0000F165,0x677B7E05
_airport_sign,0x2AF74AC3,720849603,0,5416,0x8000A9E9,0x0000D74B,0x2AF74AC3
_airport_whitestripe1,0x3A5EF939,979302713,0,1725,0x800075A0,0x000005B7,0x3A5EF939
_aloutpost_bld_alarmtower,0x24B533CD,615855053,0,5454,0x8000AA55,0x000072D4,0x24B533CD
_aloutpost_bld_barracks01,0x67FDE537,1744692535,0,6063,0x900001AF,0x000125FB,0x67FDE537
_aloutpost_bld_barracks02,0x7E004670,2113947248,0,6064,0x900001B0,0x00010995,0x7E004670
_aloutpost_bld_barracks03,0xE8032BE5,3892521957,0,6065,0x900001B1,0x00013B4B,0xE8032BE5
_aloutpost_bld_bunker,0xEBC079B4,3955259828,0,2921,0x800089A5,0xFFFFFFFF,0xEBC079B4
_aloutpost_bld_command,0xC65DEA56,3328043606,0,6066,0x900001B2,0xFFFFFFFF,0xC65DEA56
_aloutpost_bld_garage01,0x1344DF91,323280785,0,6067,0x900001B3,0xFFFFFFFF,0x1344DF91
_aloutpost_bld_guardtowershort,0xC6F6E74D,3338069837,0,282,0x80004DE2,0x00003E4D,0xC6F6E74D
_aloutpost_bld_guardtowertall,0xA89C2354,2828804948,0,283,0x80004DE3,0x000131BA,0xA89C2354
_aloutpost_bld_hangar,0xADB07296,2914022038,0,284,0x80004DE4,0xFFFFFFFF,0xADB07296
_aloutpost_bld_hangersmall,0x85298903,2234091779,0,6068,0x900001B4,0xFFFFFFFF,0x85298903
_aloutpost_bld_helipad,0x4D0BF49A,1292629146,1,3758,0x80009720,0x0001258B,0x4D0BF49A
_aloutpost_bld_helipad_roof,0xE010DB4B,3759201099,1,5476,0x8000AA6D,0x0000FB83,0xE010DB4B
_aloutpost_bld_largetent,0x2EC3CB1B,784583451,0,3998,0x80009993,0x000020A8,0x2EC3CB1B
_aloutpost_bld_largetentextensionA,0x2BBA049F,733611167,0,4512,0x80009EF8,0x000041F2,0x2BBA049F
_aloutpost_bld_prison,0x6CDF420A,1826570762,0,325,0x80004E17,0x0000E760,0x6CDF420A
_aloutpost_bld_prison_fence,0xA82FD3E0,2821706720,0,4187,0x80009C1F,0x000100C0,0xA82FD3E0
_aloutpost_bld_storage,0x9AC533E6,2596615142,0,371,0x80005106,0x000004DA,0x9AC533E6
_aloutpost_bld_storage_fence,0xDC45D2A4,3695563428,0,4188,0x80009C20,0x000125C5,0xDC45D2A4
_aloutpost_bld_supplydepot,0x25330130,624099632,0,285,0x80004DE5,0x0000672A,0x25330130
_aloutpost_concretewall01,0xD0A85272,3500692082,0,3762,0x80009724,0x000010FE,0xD0A85272
_aloutpost_concretewall02,0x52AFDADD,1387256541,0,3763,0x80009725,0x00006F72,0x52AFDADD
_aloutpost_fueltanks,0xFA4F4AB5,4199500469,1,4544,0x80009F19,0xFFFFFFFF,0xFA4F4AB5
_aloutpost_gateentrance,0xAD110E85,2903576197,0,4784,0x8000A18D,0x00013ECF,0xAD110E85
_aloutpost_interior_herochair,0x7C809884,2088802436,0,4394,0x80009DC6,0x00010335,0x7C809884
_aloutpost_interior_job,0x4C33E8D2,1278470354,0,4754,0x8000A16D,0x0001096E,0x4C33E8D2
_angelfalls_env_base,0xAA17FEF9,2853699321,0,2051,0x80008126,0x00010B96,0xAA17FEF9
_angelfalls_env_basecornerupleft,0xC3B55702,3283441410,0,2054,0x80008129,0xFFFFFFFF,0xC3B55702
_angelfalls_env_basecornerupright,0x47D0CE79,1204866681,0,2055,0x8000812A,0x0000BE54,0x47D0CE79
_angelfalls_env_canyonside,0x665452E3,1716802275,0,2062,0x80008132,0xFFFFFFFF,0x665452E3
_angelfalls_env_middle,0x65F6EFF9,1710682105,0,2052,0x80008127,0x0000AB59,0x65F6EFF9
_angelfalls_env_middlecornerdownleft,0x0894CF99,143970201,0,2056,0x8000812B,0x000003AF,0x0894CF99
_angelfalls_env_middlecornerdownright,0xE09BE800,3768313856,0,2057,0x8000812C,0xFFFFFFFF,0xE09BE800
_angelfalls_env_middlecornerupleft,0x0ED17802,248608770,0,2059,0x8000812E,0xFFFFFFFF,0x0ED17802
_angelfalls_env_middlecornerupright,0x8518C179,2232992121,0,2058,0x8000812D,0xFFFFFFFF,0x8518C179
_angelfalls_env_top,0xF3BE17CF,4089321423,0,2053,0x80008128,0xFFFFFFFF,0xF3BE17CF
_angelfalls_env_topcornerdownleft,0x509F68F3,1352624371,0,2060,0x80008130,0xFFFFFFFF,0x509F68F3
_angelfalls_env_topcornerdownright,0x6E47829A,1850180250,0,2061,0x80008131,0xFFFFFFFF,0x6E47829A
_angelfalls_env_topcornerupleft,0x04D0C2A8,80790184,0,2063,0x80008133,0x000036DF,0x04D0C2A8
_angelfalls_env_topcornerupright,0x2801FC8F,671218831,0,2064,0x80008134,0x00003CE4,0x2801FC8F
_angelfalls_env_waterfallbase,0x229B202F,580591663,0,2065,0x80008135,0x0000B8EF,0x229B202F
_angelfalls_env_waterfallbase_stream,0x2CC3211E,750985502,0,2069,0x8000813B,0x00007D62,0x2CC3211E
_angelfalls_env_waterfallmiddle,0xBC41B837,3158423607,0,2066,0x80008136,0x0000CA12,0xBC41B837
_angelfalls_env_waterfallmiddle_stream,0x891EE676,2300503670,0,2070,0x8000813D,0x000100E3,0x891EE676
_angelfalls_env_waterfalltop,0xD6486DDD,3595070941,0,2067,0x80008137,0x0000F831,0xD6486DDD
_angelfalls_env_waterfalltop_stream,0xD5381B4C,3577224012,0,2071,0x8000813E,0x000136A1,0xD5381B4C
_asset_building,0xC53B3283,3308991107,0,1563,0x800071A5,0x000139CA,0xC53B3283
_asset_building2,0xA51C6ED3,2770104019,0,1562,0x800071A4,0x0000293F,0xA51C6ED3
_asset_none,0xB3807B61,3011541857,0,1558,0x800071A0,0x0000AD5C,0xB3807B61
_asset_none2,0x7E06E8C9,2114382025,0,1556,0x8000719E,0x00010C64,0x7E06E8C9
_asset_prop,0x16292198,371794328,0,1560,0x800071A2,0x00003CCE,0x16292198
_asset_prop2,0x94D392EE,2496893678,0,1561,0x800071A3,0x0000E35E,0x94D392EE
_asset_skyscraper,0x3F3FEA20,1061153312,0,1559,0x800071A1,0x00003944,0x3F3FEA20
_asset_skyscraper2,0x1BD8CE66,467193446,0,1564,0x800071A6,0x00007358,0x1BD8CE66
_Car Camera Presets,0xEFBFD4DF,4022326495,0,5052,0x8000A3F1,0xFFFFFFFF,0xEFBFD4DF
_Caracas_bld_capitol,0x2500A86E,620800110,0,1368,0x80006ED6,0x000135F5,0x2500A86E
_Caracas_bld_capitol_ruined,0xC126FA94,3240557204,0,4632,0x80009FB9,0xFFFFFFFF,0xC126FA94
_caracas_bld_cathedral,0xE33F6880,3812583552,0,1295,0x80006D90,0x00008346,0xE33F6880
_caracas_bld_cathedral_ruined,0x51DD01AE,1373438382,0,4631,0x80009FB8,0x00003867,0x51DD01AE
_caracas_bld_cathedralstatue,0x5772D59C,1467143580,0,1296,0x80006D91,0x00011586,0x5772D59C
_caracas_bld_construction01,0xF296DF56,4069973846,0,1369,0x80006ED7,0x0000A690,0xF296DF56
_caracas_bld_construction01_ruined,0x1CE382DC,484672220,0,4613,0x80009FA5,0x0000CC59,0x1CE382DC
_caracas_bld_firestation,0x681CB84C,1746712652,0,1001,0x80006889,0x00007E90,0x681CB84C
_caracas_bld_governmentcorner01,0x04082523,67642659,0,1370,0x80006ED8,0x00011284,0x04082523
_caracas_bld_governmentcorner02,0xEA0A3ACC,3926538956,0,1371,0x80006ED9,0x00001FB7,0xEA0A3ACC
_caracas_bld_governmentsegment,0x1184AC2C,293907500,0,1372,0x80006EDA,0x000074C4,0x1184AC2C
_caracas_bld_historical01,0xD22DFEAD,3526229677,0,1387,0x80006EE9,0x000063EA,0xD22DFEAD
_caracas_bld_historical02,0x50267642,1344697922,0,1388,0x80006EEA,0x000022BA,0x50267642
_caracas_bld_historical02_ruined,0x521AE9B8,1377495480,0,4620,0x80009FAD,0xFFFFFFFF,0x521AE9B8
_caracas_bld_historical03,0x3228859F,841516447,0,6061,0x900001AD,0x00001EDC,0x3228859F
_caracas_bld_historical03_ruined,0xFDE8B443,4259886147,0,3271,0x80008F48,0x0000E853,0xFDE8B443
_caracas_bld_historical04,0xD0212F94,3491835796,0,1389,0x80006EEB,0x0000292F,0xD0212F94
_caracas_bld_historical04_ruined,0x7EA5F2A2,2124804770,0,4619,0x80009FAC,0xFFFFFFFF,0x7EA5F2A2
_caracas_bld_historical05,0x2A23FBD9,707001305,0,1390,0x80006EEC,0x00007446,0x2A23FBD9
_caracas_bld_historical05_ruined,0xBCE17DED,3168894445,0,4147,0x80009B4A,0x000082F8,0xBCE17DED
_caracas_bld_hospitalvargas,0x5FA05820,1604343840,0,1113,0x80006B47,0x0001028A,0x5FA05820
_caracas_bld_hospitalvargas_ruined,0x47BBABCE,1203481550,0,4146,0x80009B49,0x00008DCB,0x47BBABCE
_caracas_bld_parkingstructure01,0x65DF6146,1709138246,0,1384,0x80006EE6,0xFFFFFFFF,0x65DF6146
_caracas_bld_parquecentral01,0xEC0299F2,3959593458,0,1297,0x80006D92,0xFFFFFFFF,0xEC0299F2
_caracas_bld_parquecentral01_ruined,0x34453CE8,876952808,0,4624,0x80009FB1,0x00005633,0x34453CE8
_caracas_bld_parquecentral02,0x6E0A225D,1846157917,0,1298,0x80006D93,0x00010FFB,0x6E0A225D
_caracas_bld_parquecentral02_ruined,0xB90E5371,3104723825,0,4622,0x80009FAF,0x0000BD17,0xB90E5371
_caracas_bld_parquecentral03,0x84080668,2215118440,0,1299,0x80006D94,0x00010A50,0x84080668
_caracas_bld_parquecentral03_ruined,0x759901F6,1972961782,0,4623,0x80009FB0,0xFFFFFFFF,0x759901F6
_caracas_bld_plazaparquecentral01,0xB16EB0E8,2976821480,0,1300,0x80006D95,0x00002C18,0xB16EB0E8
_caracas_bld_plazaparquecentral02,0x3B6BB88F,996915343,0,1373,0x80006EDB,0x00006180,0x3B6BB88F
_caracas_bld_skyscraperblacktower01,0xB9253A62,3106224738,0,1374,0x80006EDC,0x00010598,0xB9253A62
_caracas_bld_skyscraperblacktower01_ruined,0x6CF5EA58,1828055640,0,4625,0x80009FB2,0xFFFFFFFF,0x6CF5EA58
_caracas_bld_skyscraperbluetower01,0x8E46A4BF,2386994367,0,1375,0x80006EDD,0x0000A836,0x8E46A4BF
_caracas_bld_skyscraperbluetower01_ruined,0xCC2E0AE3,3425569507,0,4621,0x80009FAE,0x0000741E,0xCC2E0AE3
_caracas_bld_skyscrapercollapsed01,0x9E35963F,2654311999,0,1376,0x80006EDE,0x00006FF5,0x9E35963F
_caracas_bld_skyscrapercollapsed02,0x9437C518,2486682904,0,1391,0x80006EED,0x0000954A,0x9437C518
_caracas_bld_skyscraperpristine01,0x6B8C2D4E,1804348750,0,1015,0x8000689F,0x00007675,0x6B8C2D4E
_caracas_bld_skyscraperpristine02,0xCD938359,3448996697,0,1107,0x80006B41,0x000008B4,0xCD938359
_caracas_bld_skyscraperpristine02_ruined,0x0D6D586D,225269869,0,4627,0x80009FB4,0x00003AFC,0x0D6D586D
_caracas_bld_skyscraperpristine03,0x7390B714,1938863892,0,1114,0x80006B48,0x0000CABF,0x7390B714
_caracas_bld_skyscraperpristine03_ruined,0xCF31CD22,3476147490,0,4618,0x80009FAB,0x00009517,0xCF31CD22
_caracas_bld_skytrammain,0x53EFD034,1408225332,0,1377,0x80006EDF,0x00000EC5,0x53EFD034
_caracas_bld_skytrammain_ruined,0x29BD6DC2,700280258,0,4610,0x80009FA2,0x00004018,0x29BD6DC2
_caracas_bld_skytramshopA,0xC3132D1C,3272813852,0,1003,0x8000688B,0x000071D2,0xC3132D1C
_caracas_bld_skytramshopB,0x9D10B2B3,2635117235,0,1002,0x8000688A,0x0000F3E0,0x9D10B2B3
_caracas_bld_theater01,0xF0C5FA5A,4039506522,0,1392,0x80006EEE,0x000077B4,0xF0C5FA5A
_caracas_bld_theater01_Ruined,0xF28803D0,4069000144,0,4143,0x80009B46,0x000025D1,0xF28803D0
_caracas_bridgegovernment01,0x523CC48A,1379714186,0,1378,0x80006EE0,0x00004CD5,0x523CC48A
_caracas_bridgeparquecentral,0x264CC375,642564981,0,1301,0x80006D96,0x000048B7,0x264CC375
_caracas_capitolstatue,0x7BAF0531,2075067697,0,6062,0x900001AE,0x000114F5,0x7BAF0531
_caracas_cathedralplateau,0xF92CAE8F,4180455055,0,5464,0x8000AA60,0x0000D0C5,0xF92CAE8F
_caracas_fountaingovernment,0x415702CC,1096221388,0,1379,0x80006EE1,0x0000CC89,0x415702CC
_caracas_fountainparquecentral,0xC1306DE0,3241176544,0,1302,0x80006D97,0xFFFFFFFF,0xC1306DE0
_caracas_lawngovernment01,0xFD46330B,4249236235,0,1481,0x80007020,0x00006514,0xFD46330B
_caracas_lawngovernment02,0x2348AD74,591965556,0,1482,0x80007021,0x0000764F,0x2348AD74
_caracas_lawngovernment03,0xFD4AB039,4249530425,0,1483,0x80007022,0x00009F5D,0xFD4AB039
_caracas_lawnparquecentral01,0xD84A4F83,3628748675,0,1484,0x80007023,0x00001B47,0xD84A4F83
_caracas_lawnparquecentral02,0x3E4D2EAC,1045245612,0,1485,0x80007024,0x0000A066,0x3E4D2EAC
_caracas_lawnparquecentral03,0x384F63D1,944726993,0,1486,0x80007025,0x0000D81E,0x384F63D1
_caracas_lawnparquecentral04,0x5E51DE3A,1582423610,0,1487,0x80007026,0x00012E51,0x5E51DE3A
_caracas_plantercapitolcenter,0xF1693392,4050203538,0,1303,0x80006D98,0x00003A70,0xF1693392
_caracas_plantercapitolleft,0x236591D6,593859030,0,1304,0x80006D99,0xFFFFFFFF,0x236591D6
_caracas_plantercapitolright,0x172D7565,388855141,0,1305,0x80006D9A,0xFFFFFFFF,0x172D7565
_caracas_portplateau01,0x7B79F7CB,2071590859,0,5458,0x8000AA59,0x0001294B,0x7B79F7CB
_caracas_portplateau02,0xA17C7234,2709287476,0,5460,0x8000AA5C,0xFFFFFFFF,0xA17C7234
_caracas_rampgovernment01,0xCCED9715,3438122773,0,1380,0x80006EE2,0x00010E01,0xCCED9715
_caracas_rampgovernment02,0x2AE5DC4A,719707210,0,1381,0x80006EE3,0x0001148D,0x2AE5DC4A
_caracas_rampgovernmentmid,0x711E350E,1897805070,0,1382,0x80006EE4,0x00011AB8,0x711E350E
_caracas_shoppingcenterplateau,0x18B51B98,414522264,0,5463,0x8000AA5F,0x0000792A,0x18B51B98
_caracas_sidewalk1,0x532E30A0,1395536032,0,1728,0x800075A4,0x00011ABE,0x532E30A0
_caracas_sidewalk2,0xFD2B6AA7,4247480999,0,1729,0x800075A5,0x00011CB0,0xFD2B6AA7
_caracas_skyscraperplateau01,0xD5826019,3582091289,0,5462,0x8000AA5E,0x000131A3,0xD5826019
_caracas_skyscraperplateau02,0x737B0A0E,1937443342,0,5461,0x8000AA5D,0x00008281,0x737B0A0E
_caracas_skytramcolumn,0x51ED0322,1374487330,0,1385,0x80006EE7,0xFFFFFFFF,0x51ED0322
_caracas_skytramplateau01,0xA9043933,2835626291,0,5431,0x8000A9F9,0x000102E5,0xA9043933
_caracas_stairparquecentrallong,0x1CFEF671,486471281,0,1731,0x800075A7,0xFFFFFFFF,0x1CFEF671
_caracas_stairparquecentralshort,0x3890ADFF,949005823,0,1730,0x800075A6,0x0000B0D1,0x3890ADFF
_caracas_wallcorner,0xF75A76E6,4149901030,0,6081,0x900001C3,0xFFFFFFFF,0xF75A76E6
_caracas_wallcorner_pristine,0xDEBD3609,3736942089,0,4192,0x80009C24,0xFFFFFFFF,0xDEBD3609
_caracas_walllong,0xB6046123,3053740323,0,1733,0x800075AB,0x000085FD,0xB6046123
_caracas_walllong_pristine,0xA213FB4A,2719218506,0,4193,0x80009C25,0xFFFFFFFF,0xA213FB4A
_caracas_wallshort,0x229F1AB5,580852405,0,1732,0x800075AA,0x00008235,0x229F1AB5
_caracas_wallshort_pristine,0xDBC9A110,3687424272,0,4194,0x80009C26,0x0000F781,0xDBC9A110
_caracasruins_bld_corner16x16A,0x96E06243,2531287619,0,5477,0x8000AA6E,0x00004639,0x96E06243
_caracasruins_bld_corner16x16B,0xFCE3416C,4242751852,0,5478,0x8000AA6F,0xFFFFFFFF,0xFCE3416C
_caracasruins_bld_corner16x32A,0xAB6A5785,2875873157,0,5479,0x8000AA70,0xFFFFFFFF,0xAB6A5785
_caracasruins_bld_corner16x32B,0x4963017A,1231225210,0,5480,0x8000AA71,0x0000BA7B,0x4963017A
_caracasruins_bld_corner32x32A,0x87BCBC9B,2277293211,0,5482,0x8000AA73,0x0000C4B7,0x87BCBC9B
_caracasruins_bld_corner32x32B,0xEDBF9BC4,3988757444,0,5481,0x8000AA72,0x00001847,0xEDBF9BC4
_chinaoutpost_bld_alarmtower,0x8324C22F,2200224303,0,5455,0x8000AA56,0x0000BF35,0x8324C22F
_chinaoutpost_bld_commbunker01,0xD134C65F,3509896799,0,6060,0x900001AC,0x0000F49C,0xD134C65F
_chinaoutpost_bld_commbunker01_ruined,0x52562803,1381378051,0,3592,0x800093E5,0x000117F1,0x52562803
_chinaoutpost_bld_guardpost01,0xCC80CE0B,3430993419,0,6085,0x900001C8,0x00013B91,0xCC80CE0B
_chinaoutpost_bld_guardpost01_gate,0xE1EE029B,3790471835,0,3768,0x8000972A,0xFFFFFFFF,0xE1EE029B
_chinaoutpost_bld_guardtowershort,0xCAB1A873,3400640627,0,326,0x80004E18,0x00013754,0xCAB1A873
_chinaoutpost_bld_guardtowershort_ruined,0x5463E277,1415832183,0,3591,0x800093E4,0x00001CF3,0x5463E277
_chinaoutpost_bld_guardtowertall,0xE8F3EA02,3908299266,0,327,0x80004E19,0xFFFFFFFF,0xE8F3EA02
_chinaoutpost_bld_hangar01,0x2CCE9531,751736113,0,6059,0x900001AB,0x0000DEAF,0x2CCE9531
_chinaoutpost_bld_hangar01_ruined,0xA6D64645,2799060549,0,3593,0x800093E6,0x00001D8A,0xA6D64645
_chinaoutpost_bld_helipad,0xD193F670,3516135024,1,3759,0x80009721,0xFFFFFFFF,0xD193F670
